Price,Area,No. of Bedrooms,Gymnasium,SwimmingPool,LandscapedGardens,IndoorGames,SportsFacility,ATM,ClubHouse,24X7Security,PowerBackup,CarParking,LiftAvailable,furnishing
4.3,0.94,2,2,2,2,2,2,2,2,2,2,9,2,0
7.0,0.944,2,2,2,2,2,2,2,2,2,2,9,2,0
2.975,1.068,2,2,2,2,2,2,2,2,2,2,9,2,0
2.9,1.215,2,2,2,2,2,2,2,2,2,2,9,2,0
7.593,1.007,2,2,2,2,2,2,2,2,2,2,9,2,0
8.12,1.3,3,2,2,2,2,2,2,2,2,2,9,2,0
3.8,1.375,3,2,2,2,2,2,2,2,2,2,9,2,0
7.35,0.875,2,2,2,2,2,2,2,2,2,2,9,2,0
2.288,0.875,2,2,2,2,2,2,2,2,2,2,9,2,0
6.528,1.55,3,2,2,2,2,2,2,2,2,2,9,2,0
6.528,1.45,3,2,2,2,2,2,2,2,2,2,9,2,0
6.528,0.91,2,2,2,2,2,2,2,2,2,2,9,2,0
8.4,1.322,2,2,2,2,2,2,2,2,2,2,9,2,0
7.84,0.52,1,2,2,2,2,2,2,2,2,2,9,2,0
8.4,1.36,3,2,2,2,2,2,2,2,2,2,9,2,0
8.4,1.36,3,2,2,2,2,2,2,2,2,2,9,2,0
4.133,1.36,3,2,2,2,2,2,2,2,2,2,9,2,0
4.8,1.5,3,2,2,2,2,2,2,2,2,2,9,2,0
8.4,1.4,3,2,2,2,2,2,2,2,2,2,9,2,0
8.12,1.5,3,2,2,2,2,2,2,2,2,2,9,2,0
8.4,1.5,3,2,2,2,2,2,2,2,2,2,9,2,0
6.528,1.025,2,2,2,2,2,2,2,2,2,2,9,2,0
5.256,1.573,3,2,2,2,2,2,2,2,2,2,9,2,0
3.1,1.5,3,2,2,2,2,2,2,2,2,2,9,2,0
3.565,1.45,3,2,2,2,2,2,2,2,2,2,9,2,0
3.1,1.51,3,2,2,2,2,2,2,2,2,2,9,2,0
7.9,1.36,3,2,2,2,2,2,2,2,2,2,9,2,0
5.3,1.095,2,2,2,2,2,2,2,2,2,2,9,2,0
7.84,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
17.6,1.1,2,2,2,2,2,2,2,2,2,2,9,2,0
6.58,0.926,3,2,2,2,2,2,2,2,2,2,9,2,0
6.5,0.93,2,2,2,2,2,2,2,2,2,2,9,2,0
12.0,1.183,2,2,2,2,2,2,2,2,2,2,9,2,0
8.6,1.4,3,2,2,2,2,2,2,2,2,2,9,2,0
4.32,2.162,3,2,2,2,2,2,2,2,2,2,9,2,0
3.045,1.4,3,2,2,2,2,2,2,2,2,2,9,2,0
4.133,1.41,3,2,2,2,2,2,2,2,2,2,9,2,0
3.482,1.655,3,2,2,2,2,2,2,2,2,2,9,2,0
2.288,1.216,2,2,2,2,2,2,2,2,2,2,9,2,0
6.4,1.11,2,2,2,2,2,2,2,2,2,2,9,2,0
5.32,1.017,2,2,2,2,2,2,2,2,2,2,9,2,0
7.038,1.025,2,2,2,2,2,2,2,2,2,2,9,2,0
3.101,1.182,2,2,2,2,2,2,2,2,2,2,9,2,0
3.1,0.52,1,2,2,2,2,2,2,2,2,2,9,2,0
6.094,1.406,3,2,2,2,2,2,2,2,2,2,9,2,0
7.84,1.193,2,2,2,2,2,2,2,2,2,2,9,2,0
8.4,1.38,3,2,2,2,2,2,2,2,2,2,9,2,0
6.858,0.925,3,2,2,2,2,2,2,2,2,2,9,2,0
2.288,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
3.18,1.172,3,2,2,2,2,2,2,2,2,2,9,2,0
4.144,1.4,3,2,2,2,2,2,2,2,2,2,9,2,0
3.801,1.5,3,2,2,2,2,2,2,2,2,2,9,2,0
3.03,1.4,3,2,2,2,2,2,2,2,2,2,9,2,0
4.146,0.645,1,2,2,2,2,2,2,2,2,2,9,2,0
3.1,1.068,2,2,2,2,2,2,2,2,2,2,9,2,0
4.237,0.797,2,2,2,2,2,2,2,2,2,2,9,2,0
4.054,0.731,2,2,2,2,2,2,2,2,2,2,9,2,0
2.899,1.01,2,2,2,2,2,2,2,2,2,2,9,2,0
3.045,1.197,3,2,2,2,2,2,2,2,2,2,9,2,0
3.806,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
3.8,1.467,3,2,2,2,2,2,2,2,2,2,9,2,0
6.1,1.398,3,2,2,2,2,2,2,2,2,2,9,2,0
3.65,0.779,2,2,2,2,2,2,2,2,2,2,9,2,0
6.09,1.017,2,2,2,2,2,2,2,2,2,2,9,2,0
3.946,0.732,2,2,2,2,2,2,2,2,2,2,9,2,0
3.8,0.728,2,2,2,2,2,2,2,2,2,2,9,2,0
3.261999,1.172,3,2,2,2,2,2,2,2,2,2,9,2,0
2.9,0.703,2,2,2,2,2,2,2,2,2,2,9,2,0
2.9,1.172,3,2,2,2,2,2,2,2,2,2,9,2,0
6.0,0.759,2,2,2,2,2,2,2,2,2,2,9,2,0
4.057,0.732,2,2,2,2,2,2,2,2,2,2,9,2,0
4.054,1.099,2,2,2,2,2,2,2,2,2,2,9,2,0
3.261999,0.875,2,2,2,2,2,2,2,2,2,2,9,2,0
3.045,0.85,2,2,2,2,2,2,2,2,2,2,9,2,0
3.18,1.35,3,2,2,2,2,2,2,2,2,2,9,2,0
15.0,1.399,3,2,2,2,2,2,2,2,2,2,9,2,0
11.2,1.398,3,2,2,2,2,2,2,2,2,2,9,2,0
18.4,1.099,2,2,2,2,2,2,2,2,2,2,9,2,0
10.0,1.017,2,2,2,2,2,2,2,2,2,2,9,2,0
16.5,1.068,2,2,2,2,2,2,2,2,2,2,9,2,0
9.851,1.768,3,2,2,2,2,2,2,2,2,2,9,2,0
15.4,1.32,2,2,2,2,2,2,2,2,2,2,9,2,0
16.0,2.176,3,2,2,2,2,2,2,2,2,2,9,2,0
13.799999,1.184,2,2,2,2,2,2,2,2,2,2,9,2,0
10.4,1.948,3,2,2,2,2,2,2,2,2,2,9,2,0
16.9,1.159,2,2,2,2,2,2,2,2,2,2,9,2,0
21.5,1.821,3,2,2,2,2,2,2,2,2,2,9,2,0
19.0,1.894,3,2,2,2,2,2,2,2,2,2,9,2,0
16.399999,1.633,3,2,2,2,2,2,2,2,2,2,9,2,0
11.2,1.23,2,2,2,2,2,2,2,2,2,2,9,2,0
9.257,1.999,3,2,2,2,2,2,2,2,2,2,9,2,0
8.99,2.495,3,2,2,2,2,2,2,2,2,2,9,2,0
7.368,2.239,3,2,2,2,2,2,2,2,2,2,9,2,0
8.65,1.936,4,2,2,2,2,2,2,2,2,2,9,2,0
8.091,1.329,2,2,2,2,2,2,2,2,2,2,9,2,0
7.794,1.638,3,2,2,2,2,2,2,2,2,2,9,2,0
17.1,1.584,3,2,2,2,2,2,2,2,2,2,9,2,0
17.5,1.288,2,2,2,2,2,2,2,2,2,2,9,2,0
17.1,1.521,3,2,2,2,2,2,2,2,2,2,9,2,0
11.5,1.422,3,2,2,2,2,2,2,2,2,2,9,2,0
5.814,1.367,3,2,2,2,2,2,2,2,2,2,9,2,0
6.126,2.018,3,2,2,2,2,2,2,2,2,2,9,2,0
7.738,2.06,3,2,2,2,2,2,2,2,2,2,9,2,0
5.219,2.02,3,2,2,2,2,2,2,2,2,2,9,2,0
8.103,1.57,3,2,2,2,2,2,2,2,2,2,9,2,0
5.84,1.02,2,2,2,2,2,2,2,2,2,2,9,2,0
4.184,1.12,2,2,2,2,2,2,2,2,2,2,9,2,0
4.078,1.43,3,2,2,2,2,2,2,2,2,2,9,2,0
5.698,0.965,2,2,2,2,2,2,2,2,2,2,9,2,0
4.51,1.5,3,2,2,2,2,2,2,2,2,2,9,2,0
4.989,1.065,2,2,2,2,2,2,2,2,2,2,9,2,0
4.246,0.951,2,2,2,2,2,2,2,2,2,2,9,2,0
10.3,0.927,2,2,2,2,2,2,2,2,2,2,9,2,0
8.275,1.295,3,2,2,2,2,2,2,2,2,2,9,2,0
11.6,1.025,2,2,2,2,2,2,2,2,2,2,9,2,0
11.7,1.134,3,2,2,2,2,2,2,2,2,2,9,2,0
11.5,0.964,2,2,2,2,2,2,2,2,2,2,9,2,0
20.0,1.5,3,2,2,2,2,2,2,2,2,2,9,2,0
6.0,1.2,2,2,2,2,2,2,2,2,2,2,9,2,0
18.4,1.835,3,2,2,2,2,2,2,2,2,2,9,2,0
10.2,1.86,3,2,2,2,2,2,2,2,2,2,9,2,0
10.4,1.83,3,2,2,2,2,2,2,2,2,2,9,2,0
8.484,2.502,4,2,2,2,2,2,2,2,2,2,9,2,0
8.484,1.314,2,2,2,2,2,2,2,2,2,2,9,2,0
10.0,3.068,4,2,2,2,2,2,2,2,2,2,9,2,0
12.3,1.703,3,2,2,2,2,2,2,2,2,2,9,2,0
9.516,1.748,3,2,2,2,2,2,2,2,2,2,9,2,0
16.7,1.414,2,2,2,2,2,2,2,2,2,2,9,2,0
20.2,1.414,2,2,2,2,2,2,2,2,2,2,9,2,0
18.0,1.68,3,2,2,2,2,2,2,2,2,2,9,2,0
17.2,2.05,3,2,2,2,2,2,2,2,2,2,9,2,0
11.7,1.586,3,2,2,2,2,2,2,2,2,2,9,2,0
11.2,2.79,4,2,2,2,2,2,2,2,2,2,9,2,0
20.0,3.378,3,2,2,2,2,2,2,2,2,2,9,2,0
6.6,3.015,4,2,2,2,2,2,2,2,2,2,9,2,0
3.859,2.88,4,2,2,2,2,2,2,2,2,2,9,2,0
2.288,1.85,3,2,2,2,2,2,2,2,2,2,9,2,0
2.745,1.765,3,2,2,2,2,2,2,2,2,2,9,2,0
3.859,2.502,4,2,2,2,2,2,2,2,2,2,9,2,0
2.745,1.105,2,2,2,2,2,2,2,2,2,2,9,2,0
8.083,0.95,2,2,2,2,2,2,2,2,2,2,9,2,0
7.9,0.52,1,2,2,2,2,2,2,2,2,2,9,2,0
46.0,0.645,1,2,2,2,2,2,2,2,2,2,9,2,0
3.045,0.95,2,2,2,2,2,2,2,2,2,2,9,2,0
3.116,0.645,1,2,2,2,2,2,2,2,2,2,9,2,0
3.123,1.585,3,2,2,2,2,2,2,2,2,2,9,2,0
3.1,1.248,2,2,2,2,2,2,2,2,2,2,9,2,0
4.02,2.6,3,2,2,2,2,2,2,2,2,2,9,2,0
4.133,1.017,2,2,2,2,2,2,2,2,2,2,9,2,0
3.859,0.929,3,2,2,2,2,2,2,2,2,2,9,2,0
3.311999,0.931,3,2,2,2,2,2,2,2,2,2,9,2,0
2.5,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
4.144,1.005,2,2,2,2,2,2,2,2,2,2,9,2,0
3.113,1.025,2,2,2,2,2,2,2,2,2,2,9,2,0
3.554,0.95,2,2,2,2,2,2,2,2,2,2,9,2,0
3.1,0.94,2,2,2,2,2,2,2,2,2,2,9,2,0
2.745,0.785,1,2,2,2,2,2,2,2,2,2,9,2,0
6.5,0.797,2,2,2,2,2,2,2,2,2,2,9,2,0
3.4,0.928,3,2,2,2,2,2,2,2,2,2,9,2,0
2.899,0.93,2,2,2,2,2,2,2,2,2,2,9,2,0
8.0,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
6.605,0.645,1,2,2,2,2,2,2,2,2,2,9,2,0
3.1,1.535,2,2,2,2,2,2,2,2,2,2,9,2,0
3.1,0.943,3,2,2,2,2,2,2,2,2,2,9,2,0
3.859,0.66,2,2,2,2,2,2,2,2,2,2,9,2,0
2.288,1.415,3,2,2,2,2,2,2,2,2,2,9,2,0
3.045,1.201,2,2,2,2,2,2,2,2,2,2,9,2,0
28.0,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
2.975,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
2.969,0.95,2,2,2,2,2,2,2,2,2,2,9,2,0
8.0,0.52,1,2,2,2,2,2,2,2,2,2,9,2,0
5.0,1.017,2,2,2,2,2,2,2,2,2,2,9,2,0
3.3,1.89,3,2,2,2,2,2,2,2,2,2,9,2,0
4.2,0.85,2,2,2,2,2,2,2,2,2,2,9,2,0
5.467,0.875,2,2,2,2,2,2,2,2,2,2,9,2,0
6.743,1.42,3,2,2,2,2,2,2,2,2,2,9,2,0
3.172,0.99,2,2,2,2,2,2,2,2,2,2,9,2,0
2.5,0.66,1,2,2,2,2,2,2,2,2,2,9,2,0
3.046,0.715,1,2,2,2,2,2,2,2,2,2,9,2,0
3.1,1.215,2,2,2,2,2,2,2,2,2,2,9,2,0
3.1,1.722,3,2,2,2,2,2,2,2,2,2,9,2,0
3.1,0.809,1,2,2,2,2,2,2,2,2,2,9,2,0
3.1,0.611,1,2,2,2,2,2,2,2,2,2,9,2,0
3.8,1.02,2,2,2,2,2,2,2,2,2,2,9,2,0
2.355,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
3.03,0.926,3,2,2,2,2,2,2,2,2,2,9,2,0
3.1,0.923,3,2,2,2,2,2,2,2,2,2,9,2,0
9.1,0.921,3,2,2,2,2,2,2,2,2,2,9,2,0
260.0,0.731,2,2,2,2,2,2,2,2,2,2,9,2,0
300.0,0.785,2,2,2,2,2,2,2,2,2,2,9,2,0
4.057,1.01,2,2,2,2,2,2,2,2,2,2,9,2,0
30.0,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
3.1,1.614,3,2,2,2,2,2,2,2,2,2,9,2,0
4.144,7.0,4,2,2,2,2,2,2,2,2,2,9,2,0
3.692,7.0,4,2,2,2,2,2,2,2,2,2,9,2,0
3.946,1.399,3,2,2,2,2,2,2,2,2,2,9,2,0
3.801,2.77,3,2,2,2,2,2,2,2,2,2,9,2,0
2.7,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
3.1,0.797,2,2,2,2,2,2,2,2,2,2,9,2,0
4.25,0.71,2,2,2,2,2,2,2,2,2,2,9,2,0
3.1,0.759,2,2,2,2,2,2,2,2,2,2,9,2,0
2.745,0.731,2,2,2,2,2,2,2,2,2,2,9,2,0
3.1,0.854,2,2,2,2,2,2,2,2,2,2,9,2,0
4.176,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
3.293,1.045,2,2,2,2,2,2,2,2,2,2,9,2,0
5.75,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
3.859,0.645,1,2,2,2,2,2,2,2,2,2,9,2,0
7.02,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
3.859,1.099,3,2,2,2,2,2,2,2,2,2,9,2,0
2.745,0.814,2,2,2,2,2,2,2,2,2,2,9,2,0
3.859,1.26,2,2,2,2,2,2,2,2,2,2,9,2,0
2.745,0.95,2,2,2,2,2,2,2,2,2,2,9,2,0
8.138,1.35,3,2,2,2,2,2,2,2,2,2,9,2,0
6.5,0.95,2,2,2,2,2,2,2,2,2,2,9,2,0
8.0,0.645,1,2,2,2,2,2,2,2,2,2,9,2,0
3.859,0.95,2,2,2,2,2,2,2,2,2,2,9,2,0
3.309,0.645,1,2,2,2,2,2,2,2,2,2,9,2,0
6.2,1.71,3,2,2,2,2,2,2,2,2,2,9,2,0
6.5,1.535,2,2,2,2,2,2,2,2,2,2,9,2,0
8.5,1.785,3,2,2,2,2,2,2,2,2,2,9,2,0
7.155,0.95,2,2,2,2,2,2,2,2,2,2,9,2,0
10.2,0.939,2,2,2,2,2,2,2,2,2,2,9,2,0
5.223,1.0,2,2,2,2,2,2,2,2,2,2,9,2,0
4.94,1.304,2,2,2,2,2,2,2,2,2,2,9,2,0
6.792,1.705,3,2,2,2,2,2,2,2,2,2,9,2,0
5.913,1.35,3,2,2,2,2,2,2,2,2,2,9,2,0
2.975,1.452,3,2,2,2,2,2,2,2,2,2,9,2,0
11.8,1.045,2,2,2,2,2,2,2,2,2,2,9,2,0
19.0,1.04,2,2,2,2,2,2,2,2,2,2,9,2,0
3.39,1.43,3,2,2,2,2,2,2,2,2,2,9,2,0
2.499,1.245,2,2,2,2,2,2,2,2,2,2,9,2,0
2.8,0.85,2,2,2,2,2,2,2,2,2,2,9,2,0
4.237,1.78,3,2,2,2,2,2,2,2,2,2,9,2,0
5.814,1.91,3,2,2,2,2,2,2,2,2,2,9,2,0
11.8,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
28.0,3.0,2,2,2,2,2,2,2,2,2,2,9,2,0
5.4,0.85,2,2,2,2,2,2,2,2,2,2,9,2,0
4.237,1.467,3,2,2,2,2,2,2,2,2,2,9,2,0
3.8,1.14,2,2,2,2,2,2,2,2,2,2,9,2,0
3.95,1.887,3,2,2,2,2,2,2,2,2,2,9,2,0
6.1,3.463,4,2,2,2,2,2,2,2,2,2,9,2,0
3.8,1.188,2,2,2,2,2,2,2,2,2,2,9,2,0
3.946,1.467,3,2,2,2,2,2,2,2,2,2,9,2,0
6.094,0.732,2,2,2,2,2,2,2,2,2,2,9,2,0
3.7,0.759,2,2,2,2,2,2,2,2,2,2,9,2,0
6.043,1.172,3,2,2,2,2,2,2,2,2,2,9,2,0
4.674,0.731,2,2,2,2,2,2,2,2,2,2,9,2,0
3.482,0.759,2,2,2,2,2,2,2,2,2,2,9,2,0
3.261999,1.172,3,2,2,2,2,2,2,2,2,2,9,2,0
4.057,0.71,2,2,2,2,2,2,2,2,2,2,9,2,0
2.848,1.185,2,2,2,2,2,2,2,2,2,2,9,2,0
2.899,0.984,2,2,2,2,2,2,2,2,2,2,9,2,0
13.0,1.182,2,2,2,2,2,2,2,2,2,2,9,2,0
4.133,1.099,2,2,2,2,2,2,2,2,2,2,9,2,0
6.1,1.399,3,2,2,2,2,2,2,2,2,2,9,2,0
6.09,0.943,2,2,2,2,2,2,2,2,2,2,9,2,0
4.07,0.779,2,2,2,2,2,2,2,2,2,2,9,2,0
3.8,1.78,3,2,2,2,2,2,2,2,2,2,9,2,0
3.779999,1.025,2,2,2,2,2,2,2,2,2,2,9,2,0
4.0,1.172,3,2,2,2,2,2,2,2,2,2,9,2,0
2.288,1.172,3,2,2,2,2,2,2,2,2,2,9,2,0
8.82,0.783,2,2,2,2,2,2,2,2,2,2,9,2,0
4.0,0.732,2,2,2,2,2,2,2,2,2,2,9,2,0
3.725,0.728,2,2,2,2,2,2,2,2,2,2,9,2,0
6.1,0.94,2,2,2,2,2,2,2,2,2,2,9,2,0
3.8,0.52,1,2,2,2,2,2,2,2,2,2,9,2,0
3.09,2.1,3,2,2,2,2,2,2,2,2,2,9,2,0
3.199,1.005,2,2,2,2,2,2,2,2,2,2,9,2,0
2.549,0.92,2,2,2,2,2,2,2,2,2,2,9,2,0
5.263,1.172,3,2,2,2,2,2,2,2,2,2,9,2,0
5.238,0.728,2,2,2,2,2,2,2,2,2,2,9,2,0
5.248,0.922,3,2,2,2,2,2,2,2,2,2,9,2,0
5.301,0.921,3,2,2,2,2,2,2,2,2,2,9,2,0
4.916,1.03,2,2,2,2,2,2,2,2,2,2,9,2,0
7.077,1.053,2,2,2,2,2,2,2,2,2,2,9,2,0
7.053,1.048,2,2,2,2,2,2,2,2,2,2,9,2,0
6.768,1.05,2,2,2,2,2,2,2,2,2,2,9,2,0
5.937,1.116,2,2,2,2,2,2,2,2,2,2,9,2,0
5.32,1.035,2,2,2,2,2,2,2,2,2,2,9,2,0
2.848,1.49,3,2,2,2,2,2,2,2,2,2,9,2,0
2.9,1.485,3,2,2,2,2,2,2,2,2,2,9,2,0
4.5,1.425,3,2,2,2,2,2,2,2,2,2,9,2,0
2.288,1.25,2,2,2,2,2,2,2,2,2,2,9,2,0
5.34,1.12,2,2,2,2,2,2,2,2,2,2,9,2,0
5.03,0.943,2,2,2,2,2,2,2,2,2,2,9,2,0
13.4,0.875,2,2,2,2,2,2,2,2,2,2,9,2,0
5.322,0.937,2,2,2,2,2,2,2,2,2,2,9,2,0
3.859,0.52,1,2,2,2,2,2,2,2,2,2,9,2,0
5.814,1.2,2,2,2,2,2,2,2,2,2,2,9,2,0
7.0,1.059,2,2,2,2,2,2,2,2,2,2,9,2,0
7.0,1.5,3,2,2,2,2,2,2,2,2,2,9,2,0
4.813,1.038,2,2,2,2,2,2,2,2,2,2,9,2,0
3.9,0.95,2,2,2,2,2,2,2,2,2,2,9,2,0
4.05,1.14,2,2,2,2,2,2,2,2,2,2,9,2,0
4.7,1.52,3,2,2,2,2,2,2,2,2,2,9,2,0
9.359,1.52,3,2,2,2,2,2,2,2,2,2,9,2,0
120.0,1.214,2,2,2,2,2,2,2,2,2,2,9,2,0
6.3,1.005,2,2,2,2,2,2,2,2,2,2,9,2,0
3.11,1.02,2,2,2,2,2,2,2,2,2,2,9,2,0
3.335,1.0,2,2,2,2,2,2,2,2,2,2,9,2,0
4.05,1.37,2,2,2,2,2,2,2,2,2,2,9,2,0
3.26,7.541,5,2,2,2,2,2,2,2,2,2,9,2,0
2.288,0.705,3,2,2,2,2,2,2,2,2,2,9,2,0
3.859,0.927,3,2,2,2,2,2,2,2,2,2,9,2,0
3.261999,0.947,2,2,2,2,2,2,2,2,2,2,9,2,0
5.106,1.015,2,2,2,2,2,2,2,2,2,2,9,2,0
5.077,0.924,2,2,2,2,2,2,2,2,2,2,9,2,0
5.058,0.52,1,2,2,2,2,2,2,2,2,2,9,2,0
4.65,0.95,2,2,2,2,2,2,2,2,2,2,9,2,0
3.7,1.099,2,2,2,2,2,2,2,2,2,2,9,2,0
3.9,1.075,2,2,2,2,2,2,2,2,2,2,9,2,0
3.427,1.069,2,2,2,2,2,2,2,2,2,2,9,2,0
4.864,1.065,2,2,2,2,2,2,2,2,2,2,9,2,0
2.745,0.979,2,2,2,2,2,2,2,2,2,2,9,2,0
5.187,0.71,2,2,2,2,2,2,2,2,2,2,9,2,0
13.0,0.759,2,2,2,2,2,2,2,2,2,2,9,2,0
2.536,0.77,1,2,2,2,2,2,2,2,2,2,9,2,0
270.0,1.225,3,2,2,2,2,2,2,2,2,2,9,2,0
6.425,0.645,1,2,2,2,2,2,2,2,2,2,9,2,0
6.917,1.035,2,2,2,2,2,2,2,2,2,2,9,2,0
9.359,1.762,3,2,2,2,2,2,2,2,2,2,9,2,0
3.086,1.025,2,2,2,2,2,2,2,2,2,2,9,2,0
8.5,6.9,4,2,2,2,2,2,2,2,2,2,9,2,0
3.859,1.155,2,2,2,2,2,2,2,2,2,2,9,2,0
2.848,1.25,2,2,2,2,2,2,2,2,2,2,9,2,0
3.869,1.72,3,2,2,2,2,2,2,2,2,2,9,2,0
4.864,0.92,3,2,2,2,2,2,2,2,2,2,9,2,0
3.106,1.33,2,2,2,2,2,2,2,2,2,2,9,2,0
6.014,0.95,2,2,2,2,2,2,2,2,2,2,9,2,0
3.1,0.943,2,2,2,2,2,2,2,2,2,2,9,2,0
3.2,1.06,2,2,2,2,2,2,2,2,2,2,9,2,0
4.237,1.225,3,2,2,2,2,2,2,2,2,2,9,2,0
6.5,0.926,3,2,2,2,2,2,2,2,2,2,9,2,0
3.1,1.28,2,2,2,2,2,2,2,2,2,2,9,2,0
4.492,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
4.455,1.02,2,2,2,2,2,2,2,2,2,2,9,2,0
4.22,1.467,3,2,2,2,2,2,2,2,2,2,9,2,0
5.0,1.535,2,2,2,2,2,2,2,2,2,2,9,2,0
15.2,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
9.7,1.815,3,2,2,2,2,2,2,2,2,2,9,2,0
5.803,1.8,3,2,2,2,2,2,2,2,2,2,9,2,0
5.803,1.055,2,2,2,2,2,2,2,2,2,2,9,2,0
5.883,0.939,2,2,2,2,2,2,2,2,2,2,9,2,0
5.803,1.875,3,2,2,2,2,2,2,2,2,2,9,2,0
5.883,1.555,3,2,2,2,2,2,2,2,2,2,9,2,0
7.498999,1.095,2,2,2,2,2,2,2,2,2,2,9,2,0
5.803,1.095,2,2,2,2,2,2,2,2,2,2,9,2,0
5.883,1.11,2,2,2,2,2,2,2,2,2,2,9,2,0
190.0,1.095,2,2,2,2,2,2,2,2,2,2,9,2,0
3.8,1.11,2,2,2,2,2,2,2,2,2,2,9,2,0
3.1,1.415,3,2,2,2,2,2,2,2,2,2,9,2,0
3.1,1.095,2,2,2,2,2,2,2,2,2,2,9,2,0
3.8,1.11,2,2,2,2,2,2,2,2,2,2,9,2,0
3.946,7.0,4,2,2,2,2,2,2,2,2,2,9,2,0
4.144,0.955,2,2,2,2,2,2,2,2,2,2,9,2,0
3.806,0.925,3,2,2,2,2,2,2,2,2,2,9,2,0
6.094,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
3.95,0.731,2,2,2,2,2,2,2,2,2,2,9,2,0
6.1,0.759,2,2,2,2,2,2,2,2,2,2,9,2,0
5.7,0.797,2,2,2,2,2,2,2,2,2,2,9,2,0
5.4,0.732,2,2,2,2,2,2,2,2,2,2,9,2,0
31.0,1.172,3,2,2,2,2,2,2,2,2,2,9,2,0
4.864,0.759,2,2,2,2,2,2,2,2,2,2,9,2,0
3.1,1.172,3,2,2,2,2,2,2,2,2,2,9,2,0
8.84,1.355,3,2,2,2,2,2,2,2,2,2,9,2,0
3.859,1.355,3,2,2,2,2,2,2,2,2,2,9,2,0
3.1,3.449,3,2,2,2,2,2,2,2,2,2,9,2,0
4.95,1.225,3,2,2,2,2,2,2,2,2,2,9,2,0
3.1,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
17.3,1.3,3,2,2,2,2,2,2,2,2,2,9,2,0
15.0,0.95,2,2,2,2,2,2,2,2,2,2,9,2,0
2.745,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
3.261999,1.411,3,2,2,2,2,2,2,2,2,2,9,2,0
5.305,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
6.917,1.792,3,2,2,2,2,2,2,2,2,2,9,2,0
3.1,2.625,3,2,2,2,2,2,2,2,2,2,9,2,0
7.545999,0.645,1,2,2,2,2,2,2,2,2,2,9,2,0
3.1,1.099,2,2,2,2,2,2,2,2,2,2,9,2,0
3.335,1.179,2,2,2,2,2,2,2,2,2,2,9,2,0
4.864,1.25,2,2,2,2,2,2,2,2,2,2,9,2,0
3.859,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
12.5,1.372,2,2,2,2,2,2,2,2,2,2,9,2,0
7.3,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
11.9,0.947,2,2,2,2,2,2,2,2,2,2,9,2,0
9.3,1.225,3,2,2,2,2,2,2,2,2,2,9,2,0
3.1,0.95,2,2,2,2,2,2,2,2,2,2,9,2,0
6.8,1.57,3,2,2,2,2,2,2,2,2,2,9,2,0
2.975,0.904,2,2,2,2,2,2,2,2,2,2,9,2,0
4.0,2.17,3,2,2,2,2,2,2,2,2,2,9,2,0
2.544,1.691,3,2,2,2,2,2,2,2,2,2,9,2,0
5.75,0.924,3,2,2,2,2,2,2,2,2,2,9,2,0
7.155,1.157,2,2,2,2,2,2,2,2,2,2,9,2,0
8.358,0.875,2,2,2,2,2,2,2,2,2,2,9,2,0
10.9,1.005,2,2,2,2,2,2,2,2,2,2,9,2,0
39.9,1.028,2,2,2,2,2,2,2,2,2,2,9,2,0
28.3,1.085,2,2,2,2,2,2,2,2,2,2,9,2,0
39.1,1.35,3,2,2,2,2,2,2,2,2,2,9,2,0
30.9,1.306,2,2,2,2,2,2,2,2,2,2,9,2,0
41.1,1.706,3,2,2,2,2,2,2,2,2,2,9,2,0
25.8,3.2,4,2,2,2,2,2,2,2,2,2,9,2,0
49.1,2.404,3,2,2,2,2,2,2,2,2,2,9,2,0
22.2,3.131,4,2,2,2,2,2,2,2,2,2,9,2,0
22.3,2.62,3,2,2,2,2,2,2,2,2,2,9,2,0
6.075,3.294,4,2,2,2,2,2,2,2,2,2,9,2,0
5.917,2.19,3,2,2,2,2,2,2,2,2,2,9,2,0
5.04,3.933,4,2,2,2,2,2,2,2,2,2,9,2,0
6.412,2.235,3,2,2,2,2,2,2,2,2,2,9,2,0
4.905,2.243,3,2,2,2,2,2,2,2,2,2,9,2,0
